Variavel_1,Variavel_2,Pearson_r
cur_of_induced_draft_fan_mtr_b_a,temp_of_furnace_a_outl_adegc,0.9289665058913569
flw_output_of_belt_coal_fdr_c1_t_h,te_no_8_hp_heater_ol_feed_wtr_adegc,0.9289059147162081
te_no_8_hp_heater_ol_feed_wtr_adegc,flw_output_of_belt_coal_fdr_c1_t_h,0.9289059147162081
flw_output_of_belt_coal_fdr_b4_t_h,flw_total_a_t_h,0.9288799601838592
flw_total_a_t_h,flw_output_of_belt_coal_fdr_b4_t_h,0.9288799601838592
prs_hot_pri_air_in_aph_outl_kpa,furnace_bed_temp_13_15_sel_adegc,0.9288332924184812
furnace_bed_temp_13_15_sel_adegc,prs_hot_pri_air_in_aph_outl_kpa,0.9288332924184812
hi_temperture_reheol_pres_mpa_mi,prs_of_gas_in_aph_outlet_kpa,0.9287942890757347
prs_of_gas_in_aph_outlet_kpa,hi_temperture_reheol_pres_mpa_mi,0.9287942890757347
id_fan_a_move_impeller_pos_fdb_,hot_reheat_steam_pressure_mpa,0.9287463820980625
hot_reheat_steam_pressure_mpa,id_fan_a_move_impeller_pos_fdb_,0.9287463820980625
flw_total_b_t_h,differential_prs_of_furnace_b_kpa,0.9286306101913407
differential_prs_of_furnace_b_kpa,flw_total_b_t_h,0.9286306101913407
id_fan_b_move_impeller_pos_fdb_,hot_reheat_steam_pressure_mpa,0.9285623461460963
hot_reheat_steam_pressure_mpa,id_fan_b_move_impeller_pos_fdb_,0.9285623461460963
cur_of_primary_air_fan_mtr_a_a,temp_of_gas_in_ltr_side_a_inl_adegc,0.9285494333338407
temp_of_gas_in_ltr_side_a_inl_adegc,cur_of_primary_air_fan_mtr_a_a,0.9285494333338407
prs_of_gas_in_ltr_side_a_outl_kpa,esp_comb_with_ff_b_outl_prs_kpa,0.9285153264808333
esp_comb_with_ff_b_outl_prs_kpa,prs_of_gas_in_ltr_side_a_outl_kpa,0.9285153264808333
flw_output_of_belt_coal_fdr_b2_t_h,temp_of_gas_in_ltr_side_a_inl_adegc,0.928491558150877
temp_of_gas_in_ltr_side_a_inl_adegc,flw_output_of_belt_coal_fdr_b2_t_h,0.928491558150877
prs_of_gas_in_aph_outlet_kpa,id_fan_b_move_impeller_pos_fdb_,0.9284632208917842
id_fan_b_move_impeller_pos_fdb_,prs_of_gas_in_aph_outlet_kpa,0.9284632208917842
flw_output_of_belt_coal_fdr_b2_t_h,temperature_of_cyclone_a_inlet_adegc,0.9282177125274648
temperature_of_cyclone_a_inlet_adegc,flw_output_of_belt_coal_fdr_b2_t_h,0.9282177125274648
flw_total_a_t_h,furnace_bed_temp_13_15_sel_adegc,0.9282134343439389
furnace_bed_temp_13_15_sel_adegc,flw_total_a_t_h,0.9282134343439389
flw_output_of_belt_coal_fdr_b3_t_h,temp_3_of_furnace_b_inner_adegc,0.9280776916365454
temp_3_of_furnace_b_inner_adegc,flw_output_of_belt_coal_fdr_b3_t_h,0.9280776916365454
cur_of_primary_air_fan_mtr_a_a,temp_3_of_furnace_b_inner_adegc,0.928014309850876
temp_3_of_furnace_b_inner_adegc,cur_of_primary_air_fan_mtr_a_a,0.928014309850876
temperature_of_cyclone_b_inlet_adegc,cur_of_induced_draft_fan_mtr_b_a,0.9279948942262662
cur_of_induced_draft_fan_mtr_b_a,temperature_of_cyclone_b_inlet_adegc,0.9279948942262662
coal_perc_do_ar_total_,pa_fan_b_fq_speed_feedback_rpm,0.927898090194035
pa_fan_b_fq_speed_feedback_rpm,coal_perc_do_ar_total_,0.927898090194035
flw_total_b_t_h,flw_output_of_belt_coal_fdr_a2_t_h,0.9278711296957745
flw_output_of_belt_coal_fdr_a2_t_h,flw_total_b_t_h,0.9278711296957745
furnace_bed_temp_13_15_sel_adegc,flw_total_c_t_h,0.9278598854599609
flw_total_c_t_h,furnace_bed_temp_13_15_sel_adegc,0.9278598854599609
temp_of_furnace_a_outl_adegc,cur_of_primary_air_fan_mtr_a_a,0.9278466377819313
cur_of_primary_air_fan_mtr_a_a,temp_of_furnace_a_outl_adegc,0.9278466377819313
temp_of_furnace_b_outl_adegc,pressure_of_furnace_b_medium_pa,0.9277461820984144
pressure_of_furnace_b_medium_pa,temp_of_furnace_b_outl_adegc,0.9277461820984144
differential_prs_of_furnace_b_kpa,temp_1_of_furnace_b_inner_adegc,0.9276347016674823
temp_1_of_furnace_b_inner_adegc,differential_prs_of_furnace_b_kpa,0.9276347016674823
prs_air_in_stm_aph_paf_a_outl_kpa,te_of_hpfa_fan_outl_head_pipe_adegc,0.9275700741712932
te_of_hpfa_fan_outl_head_pipe_adegc,prs_air_in_stm_aph_paf_a_outl_kpa,0.9275700741712932
flw_output_of_belt_coal_fdr_a1_t_h,flw_output_of_belt_coal_fdr_c2_t_h,0.9275687249707709
flw_output_of_belt_coal_fdr_c2_t_h,flw_output_of_belt_coal_fdr_a1_t_h,0.9275687249707709
flw_output_of_belt_coal_fdr_b4_t_h,temp_3_of_furnace_b_inner_adegc,0.9275092395535478
temp_3_of_furnace_b_inner_adegc,flw_output_of_belt_coal_fdr_b4_t_h,0.9275092395535478
differential_prs_of_furnace_a_kpa,pa_fan_b_fq_speed_feedback_rpm,0.9274473798787033
pa_fan_b_fq_speed_feedback_rpm,differential_prs_of_furnace_a_kpa,0.9274473798787033
id_fan_b_move_impeller_pos_fdb_,esp_comb_with_ff_a_inl_prs_1_kpa,0.9274428423916806
esp_comb_with_ff_a_inl_prs_1_kpa,id_fan_b_move_impeller_pos_fdb_,0.9274428423916806
flw_total_a_t_h,prs_air_in_stm_aph_paf_b_outl_kpa,0.9274417014891517
prs_air_in_stm_aph_paf_b_outl_kpa,flw_total_a_t_h,0.9274417014891517
main_steam_pressure_mpa,prs_of_hpfa_fan_c_outlet_head_kpa,0.9273461548467239
prs_of_hpfa_fan_c_outlet_head_kpa,main_steam_pressure_mpa,0.9273461548467239
prs_hot_pri_air_in_aph_outl_kpa,furnace_bed_temp_10_12_sel_adegc,0.9272860559267244
furnace_bed_temp_10_12_sel_adegc,prs_hot_pri_air_in_aph_outl_kpa,0.9272860559267244
temp_of_gas_in_ltr_side_a_inl_adegc,cur_of_induced_draft_fan_mtr_b_a,0.9272313896316073
cur_of_induced_draft_fan_mtr_b_a,temp_of_gas_in_ltr_side_a_inl_adegc,0.9272313896316073
unit_actual_mw,temp_of_furnace_b_outl_adegc,0.9272132029888268
temp_of_furnace_b_outl_adegc,unit_actual_mw,0.9272132029888268
hi_temperture_reheol_pres_mpa_mi,hot_reheat_steam_pressure_mpa,0.9270791412653218
hot_reheat_steam_pressure_mpa,hi_temperture_reheol_pres_mpa_mi,0.9270791412653218
temp_of_gas_in_ltr_side_a_outl_adegc,flw_output_of_belt_coal_fdr_a1_t_h,0.9270518026108895
flw_output_of_belt_coal_fdr_a1_t_h,temp_of_gas_in_ltr_side_a_outl_adegc,0.9270518026108895
temp_1_of_furnace_b_inner_adegc,flw_output_of_belt_coal_fdr_c1_t_h,0.9270103609117551
flw_output_of_belt_coal_fdr_c1_t_h,temp_1_of_furnace_b_inner_adegc,0.9270103609117551
temp_3_of_furnace_b_inner_adegc,flw_output_of_belt_coal_fdr_a2_t_h,0.9269949480437056
flw_output_of_belt_coal_fdr_a2_t_h,temp_3_of_furnace_b_inner_adegc,0.9269949480437056
furnace_bed_temp_16_18_sel_adegc,cur_of_primary_air_fan_mtr_a_a,0.9269327482585588
cur_of_primary_air_fan_mtr_a_a,furnace_bed_temp_16_18_sel_adegc,0.9269327482585588
prs_of_condensate_pump_a_inlet_kpa,esp_comb_with_ff_a_inl_prs_2_kpa,0.9268725546114509
esp_comb_with_ff_a_inl_prs_2_kpa,prs_of_condensate_pump_a_inlet_kpa,0.9268725546114509
flw_of_cnd_water_before_dea_t_h,cur_of_primary_air_fan_mtr_b_a,0.9267540329369872
cur_of_primary_air_fan_mtr_b_a,flw_of_cnd_water_before_dea_t_h,0.9267540329369872
flw_output_of_belt_coal_fdr_b1_t_h,main_steam_flow_sel_t_h,0.9267068102690197
main_steam_flow_sel_t_h,flw_output_of_belt_coal_fdr_b1_t_h,0.9267068102690197
prs_of_gas_in_ltr_side_b_inlet_kpa,so2_con_clean_flue_gas_rectifi_mg_m3,0.926577882704396
so2_con_clean_flue_gas_rectifi_mg_m3,prs_of_gas_in_ltr_side_b_inlet_kpa,0.926577882704396
flw_output_of_belt_coal_fdr_a2_t_h,total_air_flow_knm3_h,0.9265516548598294
total_air_flow_knm3_h,flw_output_of_belt_coal_fdr_a2_t_h,0.9265516548598294
cur_of_primary_air_fan_mtr_b_a,temp_of_gas_in_aph_outl_adegc,0.9265229769994198
temp_of_gas_in_aph_outl_adegc,cur_of_primary_air_fan_mtr_b_a,0.9265229769994198
temperature_of_cyclone_a_inlet_adegc,cur_of_primary_air_fan_mtr_a_a,0.9264630440163865
cur_of_primary_air_fan_mtr_a_a,temperature_of_cyclone_a_inlet_adegc,0.9264630440163865
deaerator_pressure_mpa,2_lms_pdr_bin_continous_lvl_m,0.926438332382094
2_lms_pdr_bin_continous_lvl_m,deaerator_pressure_mpa,0.926438332382094
temp_1_of_furnace_b_inner_adegc,cur_of_primary_air_fan_mtr_a_a,0.9264099518711074
cur_of_primary_air_fan_mtr_a_a,temp_1_of_furnace_b_inner_adegc,0.9264099518711074
temp_of_furnace_b_outl_adegc,flw_of_cnd_water_before_dea_t_h,0.9264018527598855
flw_of_cnd_water_before_dea_t_h,temp_of_furnace_b_outl_adegc,0.9264018527598855
status_operacao,flw_output_of_belt_coal_fdr_b2_t_h,0.926338300955691
flw_output_of_belt_coal_fdr_b2_t_h,status_operacao,0.926338300955691
prs_of_condensate_pump_a_inlet_kpa,esp_comb_with_ff_b_inl_prs_2_kpa,0.9262987783645431
esp_comb_with_ff_b_inl_prs_2_kpa,prs_of_condensate_pump_a_inlet_kpa,0.9262987783645431
differential_prs_of_furnace_b_kpa,te_of_gas_in_ecmz_side_a_outl_adegc,0.9262239844003265
te_of_gas_in_ecmz_side_a_outl_adegc,differential_prs_of_furnace_b_kpa,0.9262239844003265
temperature_of_cyclone_a_inlet_adegc,cur_of_induced_draft_fan_mtr_b_a,0.9260966052154553
cur_of_induced_draft_fan_mtr_b_a,temperature_of_cyclone_a_inlet_adegc,0.9260966052154553
pa_fan_b_fq_speed_feedback_rpm,prs_of_gas_in_ltr_side_a_inlet_kpa,0.9260142693278571
prs_of_gas_in_ltr_side_a_inlet_kpa,pa_fan_b_fq_speed_feedback_rpm,0.9260142693278571
temp_of_4_lph_outl_wtr_adegc,furnace_bed_temp_7_9_sel_adegc,0.9259337883879066
furnace_bed_temp_7_9_sel_adegc,temp_of_4_lph_outl_wtr_adegc,0.9259337883879066
flw_output_of_belt_coal_fdr_c2_t_h,furnace_bed_temp_7_9_sel_adegc,0.9259017983721768
furnace_bed_temp_7_9_sel_adegc,flw_output_of_belt_coal_fdr_c2_t_h,0.9259017983721768
prs_air_in_stm_aph_paf_b_outl_kpa,cur_of_induced_draft_fan_mtr_b_a,0.9257738824072316
cur_of_induced_draft_fan_mtr_b_a,prs_air_in_stm_aph_paf_b_outl_kpa,0.9257738824072316
cur_of_induced_draft_fan_mtr_a_a,status_operacao,0.925655873063657
status_operacao,cur_of_induced_draft_fan_mtr_a_a,0.925655873063657
flw_output_of_belt_coal_fdr_c2_t_h,te_no_8_hp_heater_ol_feed_wtr_adegc,0.9255815485576537
te_no_8_hp_heater_ol_feed_wtr_adegc,flw_output_of_belt_coal_fdr_c2_t_h,0.9255815485576537
temp_of_gas_in_aph_outl_adegc,flw_of_cnd_water_before_dea_t_h,0.9255681714659145
flw_of_cnd_water_before_dea_t_h,temp_of_gas_in_aph_outl_adegc,0.9255681714659145
lms_pdr_bin_flud_blwr_ol_prs_kpa,prs_of_hpfa_fan_c_outlet_head_kpa,0.9255295353447525
prs_of_hpfa_fan_c_outlet_head_kpa,lms_pdr_bin_flud_blwr_ol_prs_kpa,0.9255295353447525
total_fuel_flow_t_h,bed_temperature_average_adegc,0.9254120591334456
bed_temperature_average_adegc,total_fuel_flow_t_h,0.9254120591334456
t_bfbp_b_inlet_temperature_adegc,id_fan_a_move_impeller_pos_fdb_,0.9253962775281601
id_fan_a_move_impeller_pos_fdb_,t_bfbp_b_inlet_temperature_adegc,0.9253962775281601
flw_total_c_t_h,te_no_7_hp_heater_ol_feed_wtr_adegc,0.9253724379653343
te_no_7_hp_heater_ol_feed_wtr_adegc,flw_total_c_t_h,0.9253724379653343
flw_output_of_belt_coal_fdr_a2_t_h,status_operacao,0.9252864247354398
status_operacao,flw_output_of_belt_coal_fdr_a2_t_h,0.9252864247354398
cur_of_induced_draft_fan_mtr_b_a,total_air_flow_knm3_h,0.9252730920103189
total_air_flow_knm3_h,cur_of_induced_draft_fan_mtr_b_a,0.9252730920103189
prs_air_in_stm_aph_paf_b_outl_kpa,pressure_of_sa_fan_b_outlet_kpa,0.9252663607119783
pressure_of_sa_fan_b_outlet_kpa,prs_air_in_stm_aph_paf_b_outl_kpa,0.9252663607119783
lms_pdr_bin_flud_blwr_ol_prs_kpa,pa_fan_b_fq_speed_feedback_rpm,0.9252226950210181
pa_fan_b_fq_speed_feedback_rpm,lms_pdr_bin_flud_blwr_ol_prs_kpa,0.9252226950210181
esp_comb_with_ff_b_outl_temp_adegc,idf_a_volumetric_flow_rate_cal_m3_s,0.9251701229585665
idf_a_volumetric_flow_rate_cal_m3_s,esp_comb_with_ff_b_outl_temp_adegc,0.9251701229585665
pa_fan_b_fq_speed_feedback_rpm,pressure_of_furnace_b_lower_kpa,0.9251454626350487
pressure_of_furnace_b_lower_kpa,pa_fan_b_fq_speed_feedback_rpm,0.9251454626350487
flw_output_of_belt_coal_fdr_a2_t_h,furnace_bed_temp_16_18_sel_adegc,0.9251390419638332
furnace_bed_temp_16_18_sel_adegc,flw_output_of_belt_coal_fdr_a2_t_h,0.9251390419638332
cur_of_induced_draft_fan_mtr_b_a,furnace_bed_temp_1_3_sel_adegc,0.9251172634674434
furnace_bed_temp_1_3_sel_adegc,cur_of_induced_draft_fan_mtr_b_a,0.9251172634674434
prs_hot_pri_air_in_aph_outl_kpa,furnace_bed_temp_4_6_sel_adegc,0.9250841583835168
furnace_bed_temp_4_6_sel_adegc,prs_hot_pri_air_in_aph_outl_kpa,0.9250841583835168
cur_of_induced_draft_fan_mtr_a_a,flw_total_c_t_h,0.9250111825219058
flw_total_c_t_h,cur_of_induced_draft_fan_mtr_a_a,0.9250111825219058
vacuum_pres_from_tcs_kpa,t_bfbp_b_inlet_temperature_adegc,0.9250075073532223
t_bfbp_b_inlet_temperature_adegc,vacuum_pres_from_tcs_kpa,0.9250075073532223
te_no_6_hp_heater_ol_feed_wtr_adegc,idf_b_volumetric_flow_rate_cal_m3_s,0.9249594906460954
idf_b_volumetric_flow_rate_cal_m3_s,te_no_6_hp_heater_ol_feed_wtr_adegc,0.9249594906460954
total_air_flow_knm3_h,flw_output_of_belt_coal_fdr_b4_t_h,0.9249346519798143
flw_output_of_belt_coal_fdr_b4_t_h,total_air_flow_knm3_h,0.9249346519798143
te_no_7_hp_heater_ol_feed_wtr_adegc,flw_output_of_belt_coal_fdr_a1_t_h,0.924892880196059
flw_output_of_belt_coal_fdr_a1_t_h,te_no_7_hp_heater_ol_feed_wtr_adegc,0.924892880196059
prs_of_condensate_pump_a_inlet_kpa,prs_of_gas_in_ecmz_side_b_outl_kpa,0.9248879789563803
prs_of_gas_in_ecmz_side_b_outl_kpa,prs_of_condensate_pump_a_inlet_kpa,0.9248879789563803
hot_reheat_steam_pressure_mpa,2_lms_pdr_bin_continous_lvl_m,0.9248494231314296
2_lms_pdr_bin_continous_lvl_m,hot_reheat_steam_pressure_mpa,0.9248494231314296
temp_3_of_furnace_b_inner_adegc,flw_output_of_belt_coal_fdr_b2_t_h,0.924802735578186
flw_output_of_belt_coal_fdr_b2_t_h,temp_3_of_furnace_b_inner_adegc,0.924802735578186
cur_of_primary_air_fan_mtr_a_a,temp_of_gas_in_ltr_side_a_outl_adegc,0.9247019786499269
temp_of_gas_in_ltr_side_a_outl_adegc,cur_of_primary_air_fan_mtr_a_a,0.9247019786499269
temp_of_gas_in_ltr_side_a_outl_adegc,prs_hot_pri_air_in_aph_outl_kpa,0.9246758098654564
prs_hot_pri_air_in_aph_outl_kpa,temp_of_gas_in_ltr_side_a_outl_adegc,0.9246758098654564
temp_1_of_furnace_b_inner_adegc,prs_hot_pri_air_in_aph_outl_kpa,0.9246727702627832
prs_hot_pri_air_in_aph_outl_kpa,temp_1_of_furnace_b_inner_adegc,0.9246727702627832
vacuum_pres_from_tcs_kpa,id_fan_a_move_impeller_pos_fdb_,0.9246179653461123
id_fan_a_move_impeller_pos_fdb_,vacuum_pres_from_tcs_kpa,0.9246179653461123
flw_total_c_t_h,flw_output_of_belt_coal_fdr_a2_t_h,0.9245603571338658
flw_output_of_belt_coal_fdr_a2_t_h,flw_total_c_t_h,0.9245603571338658
prs_hot_pri_air_in_aph_outl_kpa,furnace_bed_temp_7_9_sel_adegc,0.924550791969645
furnace_bed_temp_7_9_sel_adegc,prs_hot_pri_air_in_aph_outl_kpa,0.924550791969645
furnace_bed_temp_10_12_sel_adegc,differential_prs_of_furnace_b_kpa,0.9245101955265789
differential_prs_of_furnace_b_kpa,furnace_bed_temp_10_12_sel_adegc,0.9245101955265789
temp_of_gas_in_ltr_side_a_outl_adegc,flw_output_of_belt_coal_fdr_c2_t_h,0.9244978593721841
flw_output_of_belt_coal_fdr_c2_t_h,temp_of_gas_in_ltr_side_a_outl_adegc,0.9244978593721841
furnace_bed_temp_1_3_sel_adegc,flw_output_of_belt_coal_fdr_c2_t_h,0.9243919601999828
flw_output_of_belt_coal_fdr_c2_t_h,furnace_bed_temp_1_3_sel_adegc,0.9243919601999828
hi_temperture_reheol_pres_mpa_mi,esp_comb_with_ff_a_inl_prs_1_kpa,0.9242085965982421
esp_comb_with_ff_a_inl_prs_1_kpa,hi_temperture_reheol_pres_mpa_mi,0.9242085965982421
furnace_bed_temp_16_18_sel_adegc,flw_output_of_belt_coal_fdr_b3_t_h,0.9241924701482237
flw_output_of_belt_coal_fdr_b3_t_h,furnace_bed_temp_16_18_sel_adegc,0.9241924701482237
flw_output_of_belt_coal_fdr_c1_t_h,temp_of_gas_in_ltr_side_a_outl_adegc,0.9241173271573645
temp_of_gas_in_ltr_side_a_outl_adegc,flw_output_of_belt_coal_fdr_c1_t_h,0.9241173271573645
furnace_bed_temp_7_9_sel_adegc,differential_prs_of_furnace_b_kpa,0.9238717568944993
differential_prs_of_furnace_b_kpa,furnace_bed_temp_7_9_sel_adegc,0.9238717568944993
flw_output_of_belt_coal_fdr_a1_t_h,flw_output_of_belt_coal_fdr_c1_t_h,0.9237531640020965
flw_output_of_belt_coal_fdr_c1_t_h,flw_output_of_belt_coal_fdr_a1_t_h,0.9237531640020965
flw_output_of_belt_coal_fdr_b2_t_h,furnace_bed_temp_16_18_sel_adegc,0.9236789249449436
furnace_bed_temp_16_18_sel_adegc,flw_output_of_belt_coal_fdr_b2_t_h,0.9236789249449436
t_bfbp_b_inlet_temperature_adegc,hi_temperture_reheol_pres_mpa_mi,0.9235668893483068
hi_temperture_reheol_pres_mpa_mi,t_bfbp_b_inlet_temperature_adegc,0.9235668893483068
furnace_bed_temp_13_15_sel_adegc,cur_of_primary_air_fan_mtr_a_a,0.9232295795981832
cur_of_primary_air_fan_mtr_a_a,furnace_bed_temp_13_15_sel_adegc,0.9232295795981832
prs_hot_pri_air_in_aph_outl_kpa,total_air_flow_knm3_h,0.9232128651261129
total_air_flow_knm3_h,prs_hot_pri_air_in_aph_outl_kpa,0.9232128651261129
flw_output_of_belt_coal_fdr_c1_t_h,furnace_bed_temp_7_9_sel_adegc,0.9230581940405629
furnace_bed_temp_7_9_sel_adegc,flw_output_of_belt_coal_fdr_c1_t_h,0.9230581940405629
prs_of_condensate_pump_b_outl_mpa,main_steam_pressure_mpa,0.9230369752854212
main_steam_pressure_mpa,prs_of_condensate_pump_b_outl_mpa,0.9230369752854212
te_of_gas_in_ecmz_side_a_outl_adegc,cur_of_primary_air_fan_mtr_a_a,0.9229365047075005
cur_of_primary_air_fan_mtr_a_a,te_of_gas_in_ecmz_side_a_outl_adegc,0.9229365047075005
prs_of_gas_in_aph_outlet_kpa,2_lms_pdr_bin_continous_lvl_m,0.9228830634227886
2_lms_pdr_bin_continous_lvl_m,prs_of_gas_in_aph_outlet_kpa,0.9228830634227886
differential_prs_of_furnace_b_kpa,furnace_bed_temp_13_15_sel_adegc,0.9228096609860137
furnace_bed_temp_13_15_sel_adegc,differential_prs_of_furnace_b_kpa,0.9228096609860137
cur_of_hpa_fan_mtr_b_a,cur_of_hpa_fan_mtr_a_a,0.9227723952056364
cur_of_hpa_fan_mtr_a_a,cur_of_hpa_fan_mtr_b_a,0.9227723952056364
cur_of_primary_air_fan_mtr_b_a,temp_of_cnd_water_of_dea_inl_adegc,0.9227655865113924
temp_of_cnd_water_of_dea_inl_adegc,cur_of_primary_air_fan_mtr_b_a,0.9227655865113924
flw_output_of_belt_coal_fdr_c2_t_h,furnace_bed_temp_4_6_sel_adegc,0.9227517538601387
furnace_bed_temp_4_6_sel_adegc,flw_output_of_belt_coal_fdr_c2_t_h,0.9227517538601387
idf_a_volumetric_flow_rate_cal_m3_s,temp_of_furnace_b_outl_adegc,0.9226100870041678
temp_of_furnace_b_outl_adegc,idf_a_volumetric_flow_rate_cal_m3_s,0.9226100870041678
flw_total_b_t_h,pressure_of_sa_fan_b_outlet_kpa,0.9225748399808238
pressure_of_sa_fan_b_outlet_kpa,flw_total_b_t_h,0.9225748399808238
2_lms_pdr_bin_continous_lvl_m,prs_of_hpfa_fan_c_outlet_head_kpa,0.9225355956773871
prs_of_hpfa_fan_c_outlet_head_kpa,2_lms_pdr_bin_continous_lvl_m,0.9225355956773871
pressure_3_of_furnace_bed_kpa,pressure_1_of_furnace_a_bed_kpa,0.9224846250881997
pressure_1_of_furnace_a_bed_kpa,pressure_3_of_furnace_bed_kpa,0.9224846250881997
temp_of_4_lph_outl_wtr_adegc,furnace_bed_temp_4_6_sel_adegc,0.922385811560772
furnace_bed_temp_4_6_sel_adegc,temp_of_4_lph_outl_wtr_adegc,0.922385811560772
temp_of_4_lph_outl_wtr_adegc,prs_air_in_stm_aph_paf_a_outl_kpa,0.9219896568612158
prs_air_in_stm_aph_paf_a_outl_kpa,temp_of_4_lph_outl_wtr_adegc,0.9219896568612158
esp_comb_with_ff_b_inl_prs_1_kpa,prs_of_condensate_pump_a_inlet_kpa,0.9218399643545255
prs_of_condensate_pump_a_inlet_kpa,esp_comb_with_ff_b_inl_prs_1_kpa,0.9218399643545255
te_of_gas_in_ecmz_side_a_outl_adegc,flw_output_of_belt_coal_fdr_a1_t_h,0.9217892238960717
flw_output_of_belt_coal_fdr_a1_t_h,te_of_gas_in_ecmz_side_a_outl_adegc,0.9217892238960717
furnace_bed_temp_16_18_sel_adegc,flw_output_of_belt_coal_fdr_b4_t_h,0.9217750330605841
flw_output_of_belt_coal_fdr_b4_t_h,furnace_bed_temp_16_18_sel_adegc,0.9217750330605841
prs_of_condensate_pump_a_inlet_kpa,prs_of_gas_in_ltr_side_b_outl_kpa,0.9216850007922062
prs_of_gas_in_ltr_side_b_outl_kpa,prs_of_condensate_pump_a_inlet_kpa,0.9216850007922062
temp_3_of_furnace_b_inner_adegc,cur_of_induced_draft_fan_mtr_b_a,0.9215782352049127
cur_of_induced_draft_fan_mtr_b_a,temp_3_of_furnace_b_inner_adegc,0.9215782352049127
furnace_bed_temp_7_9_sel_adegc,flw_output_of_belt_coal_fdr_a1_t_h,0.9213743373040377
flw_output_of_belt_coal_fdr_a1_t_h,furnace_bed_temp_7_9_sel_adegc,0.9213743373040377
status_operacao,flw_output_of_belt_coal_fdr_b3_t_h,0.921366821640554
flw_output_of_belt_coal_fdr_b3_t_h,status_operacao,0.921366821640554
flw_output_of_belt_coal_fdr_b4_t_h,flw_output_of_belt_coal_fdr_c1_t_h,0.921336880214269
flw_output_of_belt_coal_fdr_c1_t_h,flw_output_of_belt_coal_fdr_b4_t_h,0.921336880214269
esp_comb_with_ff_b_outl_temp_adegc,cur_of_primary_air_fan_mtr_b_a,0.9211483158293432
cur_of_primary_air_fan_mtr_b_a,esp_comb_with_ff_b_outl_temp_adegc,0.9211483158293432
temp_of_furnace_b_outl_adegc,feed_water_flw_sel_t_h,0.9210239117036078
feed_water_flw_sel_t_h,temp_of_furnace_b_outl_adegc,0.9210239117036078
o2_avg_,cur_of_secondary_air_fan_mtr_b_a,0.9208932010382941
cur_of_secondary_air_fan_mtr_b_a,o2_avg_,0.9208932010382941
flw_output_of_belt_coal_fdr_c1_t_h,furnace_bed_temp_4_6_sel_adegc,0.9206299140866738
furnace_bed_temp_4_6_sel_adegc,flw_output_of_belt_coal_fdr_c1_t_h,0.9206299140866738
furnace_bed_temp_10_12_sel_adegc,flw_output_of_belt_coal_fdr_a1_t_h,0.9206279093374238
flw_output_of_belt_coal_fdr_a1_t_h,furnace_bed_temp_10_12_sel_adegc,0.9206279093374238
t_bfbp_b_inlet_temperature_adegc,so2_con_clean_flue_gas_rectifi_mg_m3,0.9205440944278844
so2_con_clean_flue_gas_rectifi_mg_m3,t_bfbp_b_inlet_temperature_adegc,0.9205440944278844
u_valve_b_inlet_static_prs_kpa,esp_comb_with_ff_b_inl_prs_1_kpa,0.9205383129231416
esp_comb_with_ff_b_inl_prs_1_kpa,u_valve_b_inlet_static_prs_kpa,0.9205383129231416
o2_avg_,so2_con_clean_flue_gas_rectifi_mg_m3,0.9204478386161283
so2_con_clean_flue_gas_rectifi_mg_m3,o2_avg_,0.9204478386161283
furnace_bed_temp_7_9_sel_adegc,cur_of_induced_draft_fan_mtr_b_a,0.9204300725083574
cur_of_induced_draft_fan_mtr_b_a,furnace_bed_temp_7_9_sel_adegc,0.9204300725083574
flw_of_cnd_water_before_dea_t_h,idf_a_volumetric_flow_rate_cal_m3_s,0.9204185771930119
idf_a_volumetric_flow_rate_cal_m3_s,flw_of_cnd_water_before_dea_t_h,0.9204185771930119
furnace_bed_temp_4_6_sel_adegc,flw_output_of_belt_coal_fdr_a1_t_h,0.9203019330884107
flw_output_of_belt_coal_fdr_a1_t_h,furnace_bed_temp_4_6_sel_adegc,0.9203019330884107
flw_output_of_belt_coal_fdr_c1_t_h,furnace_bed_temp_1_3_sel_adegc,0.9202204252557542
furnace_bed_temp_1_3_sel_adegc,flw_output_of_belt_coal_fdr_c1_t_h,0.9202204252557542
status_operacao,pressure_1_of_furnace_a_bed_kpa,0.9201096428817159
pressure_1_of_furnace_a_bed_kpa,status_operacao,0.9201096428817159
te_no_8_hp_heater_ol_feed_wtr_adegc,flw_output_of_belt_coal_fdr_a2_t_h,0.920071755112003
flw_output_of_belt_coal_fdr_a2_t_h,te_no_8_hp_heater_ol_feed_wtr_adegc,0.920071755112003
differential_prs_of_furnace_b_kpa,pressure_of_sa_fan_b_outlet_kpa,0.9200537223150821
pressure_of_sa_fan_b_outlet_kpa,differential_prs_of_furnace_b_kpa,0.9200537223150821
differential_prs_of_furnace_b_kpa,furnace_bed_temp_4_6_sel_adegc,0.919999802747935
furnace_bed_temp_4_6_sel_adegc,differential_prs_of_furnace_b_kpa,0.919999802747935
te_no_6_hp_heater_ol_feed_wtr_adegc,main_steam_flow_sel_t_h,0.919992110578825
main_steam_flow_sel_t_h,te_no_6_hp_heater_ol_feed_wtr_adegc,0.919992110578825
flw_output_of_belt_coal_fdr_c1_t_h,te_of_gas_in_ecmz_side_a_outl_adegc,0.9199863539702792
te_of_gas_in_ecmz_side_a_outl_adegc,flw_output_of_belt_coal_fdr_c1_t_h,0.9199863539702792
